id_vente,id_client,id_produit,quantite,date_achat
931,41,19,1,2025-03-21
932,62,7,4,2023-11-29
933,45,33,2,2025-09-05
934,142,50,2,2024-02-03
935,20,35,1,2023-12-19
936,41,48,2,2025-09-03
937,1,34,1,2024-03-05
938,105,3,2,2024-11-18
939,116,43,5,2025-07-19
940,177,22,4,2023-11-17
941,153,50,3,2025-01-12
942,121,40,1,2025-03-30
943,75,9,5,2024-10-03
944,9,39,5,2025-05-18
945,60,25,4,2024-07-20
946,74,10,4,2025-02-02
947,181,11,1,2024-07-20
948,73,12,1,2023-10-23
949,180,45,5,2024-07-18
950,117,50,5,2023-11-24
951,19,40,4,2024-01-01
952,176,11,1,2024-05-04
953,60,47,1,2024-10-06
954,68,29,5,2023-09-28
955,161,3,3,2023-10-31
956,151,27,5,2024-10-12
957,170,24,3,2023-10-18
958,51,44,1,2024-03-21
959,109,47,5,2025-03-09
960,30,16,4,2025-02-02
961,140,29,2,2025-01-18
962,58,40,1,2025-07-02
963,166,19,1,2024-06-29
964,39,49,5,2024-10-10
965,69,48,2,2023-10-12
966,37,29,2,2025-09-06
967,19,15,2,2025-02-10
968,16,35,5,2023-12-25
969,43,16,5,2025-05-01
970,79,20,3,2025-05-14
971,153,31,3,2025-06-27
972,192,13,3,2024-03-01
973,146,24,4,2024-03-26
974,74,44,1,2024-10-08
975,113,37,3,2024-08-02
976,32,29,4,2024-04-24
977,120,30,4,2024-12-03
978,177,50,5,2024-12-16
979,78,19,2,2023-11-02
980,180,50,2,2023-10-29
981,104,25,3,2024-05-10
982,70,33,1,2024-05-13
983,129,34,1,2024-05-14
984,139,27,1,2023-11-26
985,127,11,4,2025-01-02
986,113,13,4,2024-09-07
987,21,39,4,2025-07-07
988,154,9,5,2025-05-15
989,11,17,4,2024-09-04
990,111,4,1,2025-01-07
991,189,42,1,2024-08-25
992,83,31,2,2024-08-07
993,155,24,1,2024-11-30
994,65,36,4,2025-08-10
995,7,7,4,2024-03-24
996,24,46,3,2024-03-10
997,59,34,5,2025-06-27
998,173,8,1,2025-07-13
999,148,19,5,2024-07-26
1000,151,6,1,2023-12-31
